business_date,line_name,day_of_week,day_type,financial_year,total_boardings
2019-09-12,Alamein,Thursday,Normal Weekday,2019-20,24360
2019-09-13,Alamein,Friday,Normal Weekday,2019-20,26150
2019-09-14,Alamein,Saturday,Saturday,2019-20,1330
2019-09-15,Alamein,Sunday,Sunday,2019-20,780
2019-09-16,Alamein,Monday,Normal Weekday,2019-20,20580
2019-09-17,Alamein,Tuesday,Normal Weekday,2019-20,21710
2019-09-18,Alamein,Wednesday,Normal Weekday,2019-20,23710
2019-09-19,Alamein,Thursday,Normal Weekday,2019-20,22680
2019-09-20,Alamein,Friday,Normal Weekday,2019-20,23580
2019-09-21,Alamein,Saturday,Saturday,2019-20,1640
2019-09-22,Alamein,Sunday,Sunday,2019-20,1050
2019-09-23,Alamein,Monday,School Holiday,2019-20,18530
2019-09-24,Alamein,Tuesday,School Holiday,2019-20,20820
2019-09-25,Alamein,Wednesday,School Holiday,2019-20,22320
2019-09-26,Alamein,Thursday,School Holiday,2019-20,22770
2019-09-27,Alamein,Friday,Public Holiday,2019-20,1280
2019-09-28,Alamein,Saturday,Saturday,2019-20,2100
2019-09-29,Alamein,Sunday,Sunday,2019-20,970
2019-09-30,Alamein,Monday,School Holiday,2019-20,18540
2019-10-01,Alamein,Tuesday,School Holiday,2019-20,20840
2019-10-02,Alamein,Wednesday,School Holiday,2019-20,20030
2019-10-03,Alamein,Thursday,School Holiday,2019-20,21410
2019-10-04,Alamein,Friday,School Holiday,2019-20,19260
2019-10-05,Alamein,Saturday,Saturday,2019-20,1140
2019-10-06,Alamein,Sunday,Sunday,2019-20,520
2019-10-07,Alamein,Monday,Normal Weekday,2019-20,23060
2019-10-08,Alamein,Tuesday,Normal Weekday,2019-20,24460
2019-10-09,Alamein,Wednesday,Normal Weekday,2019-20,22820
2019-10-10,Alamein,Thursday,Normal Weekday,2019-20,23480
2019-10-11,Alamein,Friday,Normal Weekday,2019-20,21870
2019-10-12,Alamein,Saturday,Saturday,2019-20,1460
2019-10-13,Alamein,Sunday,Sunday,2019-20,1160
2019-10-14,Alamein,Monday,Normal Weekday,2019-20,22570
2019-10-15,Alamein,Tuesday,Normal Weekday,2019-20,23610
2019-10-16,Alamein,Wednesday,Normal Weekday,2019-20,23620
2019-10-17,Alamein,Thursday,Normal Weekday,2019-20,23680
2019-10-18,Alamein,Friday,Normal Weekday,2019-20,22330
2019-10-19,Alamein,Saturday,Saturday,2019-20,1350
2019-10-20,Alamein,Sunday,Sunday,2019-20,970
2019-10-21,Alamein,Monday,Normal Weekday,2019-20,23010
2019-10-22,Alamein,Tuesday,Normal Weekday,2019-20,25140
2019-10-23,Alamein,Wednesday,Normal Weekday,2019-20,22850
2019-10-24,Alamein,Thursday,Normal Weekday,2019-20,24520
2019-10-25,Alamein,Friday,Normal Weekday,2019-20,21940
2019-10-26,Alamein,Saturday,Saturday,2019-20,1400
2019-10-27,Alamein,Sunday,Sunday,2019-20,950
2019-10-28,Alamein,Monday,Normal Weekday,2019-20,21900
2019-10-29,Alamein,Tuesday,Normal Weekday,2019-20,24050
2019-10-30,Alamein,Wednesday,Normal Weekday,2019-20,22230
2019-10-31,Alamein,Thursday,Normal Weekday,2019-20,23670
2019-11-01,Alamein,Friday,Normal Weekday,2019-20,21680
2019-11-02,Alamein,Saturday,Saturday,2019-20,950
2019-11-03,Alamein,Sunday,Sunday,2019-20,1110
2019-11-04,Alamein,Monday,Normal Weekday,2019-20,14240
2019-11-05,Alamein,Tuesday,Public Holiday,2019-20,870
2019-11-06,Alamein,Wednesday,Normal Weekday,2019-20,21700
2019-11-07,Alamein,Thursday,Normal Weekday,2019-20,23280
2019-11-08,Alamein,Friday,Normal Weekday,2019-20,21340
2019-11-09,Alamein,Saturday,Saturday,2019-20,1160
2019-11-10,Alamein,Sunday,Sunday,2019-20,1160
2019-11-11,Alamein,Monday,Normal Weekday,2019-20,23550
2019-11-12,Alamein,Tuesday,Normal Weekday,2019-20,22740
2019-11-13,Alamein,Wednesday,Normal Weekday,2019-20,22100
2019-11-14,Alamein,Thursday,Normal Weekday,2019-20,23360
2019-11-15,Alamein,Friday,Normal Weekday,2019-20,22740
2019-11-16,Alamein,Saturday,Saturday,2019-20,1470
2019-11-17,Alamein,Sunday,Sunday,2019-20,1290
2019-11-18,Alamein,Monday,Normal Weekday,2019-20,22150
2019-11-19,Alamein,Tuesday,Normal Weekday,2019-20,23090
2019-11-20,Alamein,Wednesday,Normal Weekday,2019-20,22920
2019-11-21,Alamein,Thursday,Normal Weekday,2019-20,22010
2019-11-22,Alamein,Friday,Normal Weekday,2019-20,22320
2019-11-23,Alamein,Saturday,Saturday,2019-20,1770
2019-11-24,Alamein,Sunday,Sunday,2019-20,1140
2019-11-25,Alamein,Monday,Normal Weekday,2019-20,22250
2019-11-26,Alamein,Tuesday,Normal Weekday,2019-20,23450
2019-11-27,Alamein,Wednesday,Normal Weekday,2019-20,22610
2019-11-28,Alamein,Thursday,Normal Weekday,2019-20,23020
2019-11-29,Alamein,Friday,Normal Weekday,2019-20,23160
2019-11-30,Alamein,Saturday,Saturday,2019-20,2130
2019-12-01,Alamein,Sunday,Sunday,2019-20,1290
2019-12-02,Alamein,Monday,Normal Weekday,2019-20,21020
2019-12-03,Alamein,Tuesday,Normal Weekday,2019-20,22840
2019-12-04,Alamein,Wednesday,Normal Weekday,2019-20,23510
2019-12-05,Alamein,Thursday,Normal Weekday,2019-20,22480
2019-12-06,Alamein,Friday,Normal Weekday,2019-20,21900
2019-12-07,Alamein,Saturday,Saturday,2019-20,1870
2019-12-08,Alamein,Sunday,Sunday,2019-20,1330
2019-12-09,Alamein,Monday,Normal Weekday,2019-20,20640
2019-12-10,Alamein,Tuesday,Normal Weekday,2019-20,21900
2019-12-11,Alamein,Wednesday,Normal Weekday,2019-20,20990
2019-12-12,Alamein,Thursday,Normal Weekday,2019-20,22610
2019-12-13,Alamein,Friday,Normal Weekday,2019-20,20770
2019-12-14,Alamein,Saturday,Saturday,2019-20,1580
2019-12-15,Alamein,Sunday,Sunday,2019-20,1130
2019-12-16,Alamein,Monday,Normal Weekday,2019-20,20420
2019-12-17,Alamein,Tuesday,Normal Weekday,2019-20,20070
2019-12-18,Alamein,Wednesday,Normal Weekday,2019-20,19270
2019-12-19,Alamein,Thursday,Normal Weekday,2019-20,20160
2019-12-20,Alamein,Friday,Normal Weekday,2019-20,16140
2019-12-21,Alamein,Saturday,Saturday,2019-20,750
2019-12-22,Alamein,Sunday,Sunday,2019-20,530
2019-12-23,Alamein,Monday,School Holiday,2019-20,12050
2019-12-24,Alamein,Tuesday,School Holiday,2019-20,8670
2019-12-25,Alamein,Wednesday,Public Holiday,2019-20,50
2019-12-26,Alamein,Thursday,Public Holiday,2019-20,1650
2019-12-27,Alamein,Friday,School Holiday,2019-20,6490
2019-12-28,Alamein,Saturday,Saturday,2019-20,1220
2019-12-29,Alamein,Sunday,Sunday,2019-20,1100
2019-12-30,Alamein,Monday,School Holiday,2019-20,5300
2019-12-31,Alamein,Tuesday,School Holiday,2019-20,6540
2020-01-01,Alamein,Wednesday,Public Holiday,2019-20,580
2020-01-02,Alamein,Thursday,School Holiday,2019-20,9240
2020-01-03,Alamein,Friday,School Holiday,2019-20,9130
2020-01-04,Alamein,Saturday,Saturday,2019-20,1300
2020-01-05,Alamein,Sunday,Sunday,2019-20,820
2020-01-06,Alamein,Monday,School Holiday,2019-20,18870
2020-01-07,Alamein,Tuesday,School Holiday,2019-20,18200
2020-01-08,Alamein,Wednesday,School Holiday,2019-20,19330
2020-01-09,Alamein,Thursday,School Holiday,2019-20,18710
2020-01-10,Alamein,Friday,School Holiday,2019-20,18910
2020-01-11,Alamein,Saturday,Saturday,2019-20,1330
2020-01-12,Alamein,Sunday,Sunday,2019-20,1130
2020-01-13,Alamein,Monday,School Holiday,2019-20,21000
2020-01-14,Alamein,Tuesday,School Holiday,2019-20,21450
2020-01-15,Alamein,Wednesday,School Holiday,2019-20,19650
2020-01-16,Alamein,Thursday,School Holiday,2019-20,21230
2020-01-17,Alamein,Friday,School Holiday,2019-20,22080
2020-01-18,Alamein,Saturday,Saturday,2019-20,2100
2020-01-19,Alamein,Sunday,Sunday,2019-20,1150
2020-01-20,Alamein,Monday,School Holiday,2019-20,22580
2020-01-21,Alamein,Tuesday,School Holiday,2019-20,23830
2020-01-22,Alamein,Wednesday,School Holiday,2019-20,21560
2020-01-23,Alamein,Thursday,School Holiday,2019-20,21780
2020-01-24,Alamein,Friday,School Holiday,2019-20,22210
2020-01-25,Alamein,Saturday,Saturday,2019-20,1970
2020-01-26,Alamein,Sunday,Sunday,2019-20,1430
2020-01-27,Alamein,Monday,Public Holiday,2019-20,1320
2020-01-28,Alamein,Tuesday,School Holiday,2019-20,21850
2020-01-29,Alamein,Wednesday,Normal Weekday,2019-20,21440
2020-01-30,Alamein,Thursday,Normal Weekday,2019-20,19990
2020-01-31,Alamein,Friday,Normal Weekday,2019-20,20700
2020-02-01,Alamein,Saturday,Saturday,2019-20,870
2020-02-02,Alamein,Sunday,Sunday,2019-20,1110
2020-02-03,Alamein,Monday,Normal Weekday,2019-20,22670
2020-02-04,Alamein,Tuesday,Normal Weekday,2019-20,23540
2020-02-05,Alamein,Wednesday,Normal Weekday,2019-20,20480
2020-02-06,Alamein,Thursday,Normal Weekday,2019-20,22960
2020-02-07,Alamein,Friday,Normal Weekday,2019-20,21460
2020-02-08,Alamein,Saturday,Saturday,2019-20,1460
2020-02-09,Alamein,Sunday,Sunday,2019-20,1040
2020-02-10,Alamein,Monday,Normal Weekday,2019-20,22470
2020-02-11,Alamein,Tuesday,Normal Weekday,2019-20,22820
2020-02-12,Alamein,Wednesday,Normal Weekday,2019-20,21460
2020-02-13,Alamein,Thursday,Normal Weekday,2019-20,23250
2020-02-14,Alamein,Friday,Normal Weekday,2019-20,21720
2020-02-15,Alamein,Saturday,Saturday,2019-20,1420
2020-02-16,Alamein,Sunday,Sunday,2019-20,1350
2020-02-17,Alamein,Monday,Normal Weekday,2019-20,23070
2020-02-18,Alamein,Tuesday,Normal Weekday,2019-20,24340
2020-02-19,Alamein,Wednesday,Normal Weekday,2019-20,22790
2020-02-20,Alamein,Thursday,Normal Weekday,2019-20,25170
2020-02-21,Alamein,Friday,Normal Weekday,2019-20,21980
2020-02-22,Alamein,Saturday,Saturday,2019-20,1490
2020-02-23,Alamein,Sunday,Sunday,2019-20,920
2020-02-24,Alamein,Monday,Normal Weekday,2019-20,23010
2020-02-25,Alamein,Tuesday,Normal Weekday,2019-20,25350
2020-02-26,Alamein,Wednesday,Normal Weekday,2019-20,23880
2020-02-27,Alamein,Thursday,Normal Weekday,2019-20,24070
2020-02-28,Alamein,Friday,Normal Weekday,2019-20,22940
2020-02-29,Alamein,Saturday,Saturday,2019-20,1640
2020-03-01,Alamein,Sunday,Sunday,2019-20,1480
2020-03-02,Alamein,Monday,Normal Weekday,2019-20,26610
2020-03-03,Alamein,Tuesday,Normal Weekday,2019-20,27130
2020-03-04,Alamein,Wednesday,Normal Weekday,2019-20,25520
2020-03-05,Alamein,Thursday,Normal Weekday,2019-20,24840
2020-03-06,Alamein,Friday,Normal Weekday,2019-20,24490
2020-03-07,Alamein,Saturday,Saturday,2019-20,1160
2020-03-08,Alamein,Sunday,Sunday,2019-20,1140
2020-03-09,Alamein,Monday,Public Holiday,2019-20,1000
2020-03-10,Alamein,Tuesday,Normal Weekday,2019-20,24510
2020-03-11,Alamein,Wednesday,Normal Weekday,2019-20,23230
2020-03-12,Alamein,Thursday,Normal Weekday,2019-20,23430
2020-03-13,Alamein,Friday,Normal Weekday,2019-20,21070
2020-03-14,Alamein,Saturday,Saturday,2019-20,960
2020-03-15,Alamein,Sunday,Sunday,2019-20,730
2020-03-16,Alamein,Monday,Normal Weekday,2019-20,17970
2020-03-17,Alamein,Tuesday,Normal Weekday,2019-20,13870
2020-03-18,Alamein,Wednesday,Normal Weekday,2019-20,10930
2020-03-19,Alamein,Thursday,Normal Weekday,2019-20,9740
2020-03-20,Alamein,Friday,Normal Weekday,2019-20,8670
2020-03-21,Alamein,Saturday,Saturday,2019-20,440
2020-03-22,Alamein,Sunday,Sunday,2019-20,130
2020-03-23,Alamein,Monday,Normal Weekday,2019-20,5360
2020-03-24,Alamein,Tuesday,School Holiday,2019-20,3040
2020-03-25,Alamein,Wednesday,School Holiday,2019-20,2300
2020-03-26,Alamein,Thursday,School Holiday,2019-20,2010
2020-03-27,Alamein,Friday,School Holiday,2019-20,1800
2020-03-28,Alamein,Saturday,Saturday,2019-20,50
2020-03-29,Alamein,Sunday,Sunday,2019-20,20
2020-03-30,Alamein,Monday,School Holiday,2019-20,1240
2020-03-31,Alamein,Tuesday,School Holiday,2019-20,920
2020-04-01,Alamein,Wednesday,School Holiday,2019-20,970
2020-04-02,Alamein,Thursday,School Holiday,2019-20,880
2020-04-03,Alamein,Friday,School Holiday,2019-20,930
2020-04-04,Alamein,Saturday,Saturday,2019-20,20
2020-04-05,Alamein,Sunday,Sunday,2019-20,0
2020-04-06,Alamein,Monday,School Holiday,2019-20,1160
2020-04-07,Alamein,Tuesday,School Holiday,2019-20,1290
2020-04-08,Alamein,Wednesday,School Holiday,2019-20,1070
2020-04-09,Alamein,Thursday,School Holiday,2019-20,1130
2020-04-10,Alamein,Friday,Public Holiday,2019-20,10
2020-04-11,Alamein,Saturday,Public Holiday,2019-20,20
2020-04-12,Alamein,Sunday,Public Holiday,2019-20,20
2020-04-13,Alamein,Monday,Public Holiday,2019-20,20
2020-04-14,Alamein,Tuesday,School Holiday,2019-20,840
2020-04-15,Alamein,Wednesday,Normal Weekday,2019-20,820
2020-04-16,Alamein,Thursday,Normal Weekday,2019-20,1220
2020-04-17,Alamein,Friday,Normal Weekday,2019-20,890
2020-04-18,Alamein,Saturday,Saturday,2019-20,50
2020-04-19,Alamein,Sunday,Sunday,2019-20,20
2020-04-20,Alamein,Monday,Normal Weekday,2019-20,940
2020-04-21,Alamein,Tuesday,Normal Weekday,2019-20,1000
2020-04-22,Alamein,Wednesday,Normal Weekday,2019-20,970
2020-04-23,Alamein,Thursday,Normal Weekday,2019-20,1000
2020-04-24,Alamein,Friday,Normal Weekday,2019-20,1040
2020-04-25,Alamein,Saturday,Public Holiday,2019-20,40
2020-04-26,Alamein,Sunday,Sunday,2019-20,30
2020-04-27,Alamein,Monday,Normal Weekday,2019-20,790
2020-04-28,Alamein,Tuesday,Normal Weekday,2019-20,790
2020-04-29,Alamein,Wednesday,Normal Weekday,2019-20,1060
2020-04-30,Alamein,Thursday,Normal Weekday,2019-20,1040
2020-05-01,Alamein,Friday,Normal Weekday,2019-20,1030
2020-05-02,Alamein,Saturday,Saturday,2019-20,80
2020-05-03,Alamein,Sunday,Sunday,2019-20,20
2020-05-04,Alamein,Monday,Normal Weekday,2019-20,1350
2020-05-05,Alamein,Tuesday,Normal Weekday,2019-20,1380
2020-05-06,Alamein,Wednesday,Normal Weekday,2019-20,1510
2020-05-07,Alamein,Thursday,Normal Weekday,2019-20,1470
2020-05-08,Alamein,Friday,Normal Weekday,2019-20,1520
2020-05-09,Alamein,Saturday,Saturday,2019-20,90
2020-05-10,Alamein,Sunday,Sunday,2019-20,150
2020-05-11,Alamein,Monday,Normal Weekday,2019-20,1440
2020-05-12,Alamein,Tuesday,Normal Weekday,2019-20,1750
2020-05-13,Alamein,Wednesday,Normal Weekday,2019-20,1600
2020-05-14,Alamein,Thursday,Normal Weekday,2019-20,1790
2020-05-15,Alamein,Friday,Normal Weekday,2019-20,1850
2020-05-16,Alamein,Saturday,Saturday,2019-20,280
2020-05-17,Alamein,Sunday,Sunday,2019-20,200
2020-05-18,Alamein,Monday,Normal Weekday,2019-20,1730
2020-05-19,Alamein,Tuesday,Normal Weekday,2019-20,1940
2020-05-20,Alamein,Wednesday,Normal Weekday,2019-20,2070
2020-05-21,Alamein,Thursday,Normal Weekday,2019-20,1990
2020-05-22,Alamein,Friday,Normal Weekday,2019-20,2300
2020-05-23,Alamein,Saturday,Saturday,2019-20,230
2020-05-24,Alamein,Sunday,Sunday,2019-20,190
2020-05-25,Alamein,Monday,Normal Weekday,2019-20,2200
2020-05-26,Alamein,Tuesday,Normal Weekday,2019-20,2820
2020-05-27,Alamein,Wednesday,Normal Weekday,2019-20,3070
2020-05-28,Alamein,Thursday,Normal Weekday,2019-20,3100
2020-05-29,Alamein,Friday,Normal Weekday,2019-20,3130
2020-05-30,Alamein,Saturday,Saturday,2019-20,290
2020-05-31,Alamein,Sunday,Sunday,2019-20,190
2020-06-01,Alamein,Monday,Normal Weekday,2019-20,3340
2020-06-02,Alamein,Tuesday,Normal Weekday,2019-20,3630
2020-06-03,Alamein,Wednesday,Normal Weekday,2019-20,3670
2020-06-04,Alamein,Thursday,Normal Weekday,2019-20,4150
2020-06-05,Alamein,Friday,Normal Weekday,2019-20,4380
2020-06-06,Alamein,Saturday,Saturday,2019-20,520
2020-06-07,Alamein,Sunday,Sunday,2019-20,340
2020-06-08,Alamein,Monday,Public Holiday,2019-20,330
2020-06-09,Alamein,Tuesday,Normal Weekday,2019-20,4320
2020-06-10,Alamein,Wednesday,Normal Weekday,2019-20,4750
2020-06-11,Alamein,Thursday,Normal Weekday,2019-20,4790
2020-06-12,Alamein,Friday,Normal Weekday,2019-20,5300
2020-06-13,Alamein,Saturday,Saturday,2019-20,380
2020-06-14,Alamein,Sunday,Sunday,2019-20,420
2020-06-15,Alamein,Monday,Normal Weekday,2019-20,4660
2020-06-16,Alamein,Tuesday,Normal Weekday,2019-20,5060
2020-06-17,Alamein,Wednesday,Normal Weekday,2019-20,5020
2020-06-18,Alamein,Thursday,Normal Weekday,2019-20,5460
2020-06-19,Alamein,Friday,Normal Weekday,2019-20,5750
2020-06-20,Alamein,Saturday,Saturday,2019-20,530
2020-06-21,Alamein,Sunday,Sunday,2019-20,500
2020-06-22,Alamein,Monday,Normal Weekday,2019-20,4430
2020-06-23,Alamein,Tuesday,Normal Weekday,2019-20,5170
2020-06-24,Alamein,Wednesday,Normal Weekday,2019-20,4930
2020-06-25,Alamein,Thursday,Normal Weekday,2019-20,4830
2020-06-26,Alamein,Friday,Normal Weekday,2019-20,5200
2020-06-27,Alamein,Saturday,Saturday,2019-20,530
2020-06-28,Alamein,Sunday,Sunday,2019-20,490
2020-06-29,Alamein,Monday,School Holiday,2019-20,3740
2020-06-30,Alamein,Tuesday,School Holiday,2019-20,3960
2020-07-01,Alamein,Wednesday,School Holiday,2020-21,3750
2020-07-02,Alamein,Thursday,School Holiday,2020-21,3310
2020-07-03,Alamein,Friday,School Holiday,2020-21,3270
2020-07-04,Alamein,Saturday,Saturday,2020-21,350
2020-07-05,Alamein,Sunday,Sunday,2020-21,390
2020-07-06,Alamein,Monday,School Holiday,2020-21,2810
2020-07-07,Alamein,Tuesday,School Holiday,2020-21,3290
2020-07-08,Alamein,Wednesday,School Holiday,2020-21,3440
2020-07-09,Alamein,Thursday,School Holiday,2020-21,1730
2020-07-10,Alamein,Friday,School Holiday,2020-21,2130
2020-07-11,Alamein,Saturday,Saturday,2020-21,40
2020-07-12,Alamein,Sunday,Sunday,2020-21,80
2020-07-13,Alamein,Monday,Normal Weekday,2020-21,1950
2020-07-14,Alamein,Tuesday,Normal Weekday,2020-21,2540
2020-07-15,Alamein,Wednesday,Normal Weekday,2020-21,2150
2020-07-16,Alamein,Thursday,Normal Weekday,2020-21,2310
2020-07-17,Alamein,Friday,Normal Weekday,2020-21,1950
2020-07-18,Alamein,Saturday,Saturday,2020-21,50
2020-07-19,Alamein,Sunday,Sunday,2020-21,40
2020-07-20,Alamein,Monday,Normal Weekday,2020-21,1810
2020-07-21,Alamein,Tuesday,Normal Weekday,2020-21,2040
2020-07-22,Alamein,Wednesday,Normal Weekday,2020-21,2020
2020-07-23,Alamein,Thursday,Normal Weekday,2020-21,1920
2020-07-24,Alamein,Friday,Normal Weekday,2020-21,1840
2020-07-25,Alamein,Saturday,Saturday,2020-21,40
2020-07-26,Alamein,Sunday,Sunday,2020-21,50
2020-07-27,Alamein,Monday,Normal Weekday,2020-21,1900
2020-07-28,Alamein,Tuesday,Normal Weekday,2020-21,1920
2020-07-29,Alamein,Wednesday,Normal Weekday,2020-21,1810
2020-07-30,Alamein,Thursday,Normal Weekday,2020-21,1790
2020-07-31,Alamein,Friday,Normal Weekday,2020-21,0
2020-08-01,Alamein,Saturday,Saturday,2020-21,130
2020-08-02,Alamein,Sunday,Sunday,2020-21,110
2020-08-03,Alamein,Monday,Normal Weekday,2020-21,1490
2020-08-04,Alamein,Tuesday,Normal Weekday,2020-21,1100
2020-08-05,Alamein,Wednesday,Normal Weekday,2020-21,1020
2020-08-06,Alamein,Thursday,Normal Weekday,2020-21,610
2020-08-07,Alamein,Friday,Normal Weekday,2020-21,550
2020-08-10,Alamein,Monday,Normal Weekday,2020-21,570
2020-08-11,Alamein,Tuesday,Normal Weekday,2020-21,570
2020-08-12,Alamein,Wednesday,Normal Weekday,2020-21,470
2020-08-13,Alamein,Thursday,Normal Weekday,2020-21,530
2020-08-14,Alamein,Friday,Normal Weekday,2020-21,400
2020-08-15,Alamein,Saturday,Saturday,2020-21,10
2020-08-16,Alamein,Sunday,Sunday,2020-21,0
2020-08-17,Alamein,Monday,Normal Weekday,2020-21,450
2020-08-18,Alamein,Tuesday,Normal Weekday,2020-21,500
2020-08-19,Alamein,Wednesday,Normal Weekday,2020-21,540
2020-08-20,Alamein,Thursday,Normal Weekday,2020-21,470
2020-08-21,Alamein,Friday,Normal Weekday,2020-21,510
2020-08-22,Alamein,Saturday,Saturday,2020-21,0
2020-08-23,Alamein,Sunday,Sunday,2020-21,30
2020-08-24,Alamein,Monday,Normal Weekday,2020-21,460
2020-08-25,Alamein,Tuesday,Normal Weekday,2020-21,650
2020-08-26,Alamein,Wednesday,Normal Weekday,2020-21,490
2020-08-27,Alamein,Thursday,Normal Weekday,2020-21,570
2020-08-28,Alamein,Friday,Normal Weekday,2020-21,450
2020-08-29,Alamein,Saturday,Saturday,2020-21,20
2020-08-30,Alamein,Sunday,Sunday,2020-21,0
2020-08-31,Alamein,Monday,Normal Weekday,2020-21,550
2020-09-01,Alamein,Tuesday,Normal Weekday,2020-21,600
2020-09-02,Alamein,Wednesday,Normal Weekday,2020-21,540
2020-09-03,Alamein,Thursday,Normal Weekday,2020-21,460
2020-09-04,Alamein,Friday,Normal Weekday,2020-21,600
2020-09-05,Alamein,Saturday,Saturday,2020-21,30
2020-09-06,Alamein,Sunday,Sunday,2020-21,30
2020-09-07,Alamein,Monday,Normal Weekday,2020-21,510
2020-09-08,Alamein,Tuesday,Normal Weekday,2020-21,600
2020-09-09,Alamein,Wednesday,Normal Weekday,2020-21,640
2020-09-10,Alamein,Thursday,Normal Weekday,2020-21,570
2020-09-11,Alamein,Friday,Normal Weekday,2020-21,510
2020-09-12,Alamein,Saturday,Saturday,2020-21,20
2020-09-13,Alamein,Sunday,Sunday,2020-21,100
2020-09-14,Alamein,Monday,Normal Weekday,2020-21,410
2020-09-15,Alamein,Tuesday,Normal Weekday,2020-21,550
2020-09-16,Alamein,Wednesday,Normal Weekday,2020-21,690
2020-09-17,Alamein,Thursday,Normal Weekday,2020-21,690
2020-09-18,Alamein,Friday,Normal Weekday,2020-21,570
2020-09-19,Alamein,Saturday,Saturday,2020-21,10
2020-09-20,Alamein,Sunday,Sunday,2020-21,80
2020-09-21,Alamein,Monday,School Holiday,2020-21,520
2020-09-22,Alamein,Tuesday,School Holiday,2020-21,730
2020-09-23,Alamein,Wednesday,School Holiday,2020-21,810
2020-09-24,Alamein,Thursday,School Holiday,2020-21,620
2020-09-25,Alamein,Friday,School Holiday,2020-21,630
2020-09-26,Alamein,Saturday,Saturday,2020-21,20
2020-09-27,Alamein,Sunday,Sunday,2020-21,80
2020-09-28,Alamein,Monday,School Holiday,2020-21,660
2020-09-29,Alamein,Tuesday,School Holiday,2020-21,880
2020-09-30,Alamein,Wednesday,School Holiday,2020-21,890
2020-10-01,Alamein,Thursday,School Holiday,2020-21,860
2020-10-02,Alamein,Friday,School Holiday,2020-21,820
2020-10-03,Alamein,Saturday,Saturday,2020-21,40
2020-10-04,Alamein,Sunday,Sunday,2020-21,80
2020-10-05,Alamein,Monday,Normal Weekday,2020-21,810
2020-10-06,Alamein,Tuesday,Normal Weekday,2020-21,840
2020-10-07,Alamein,Wednesday,Normal Weekday,2020-21,1190
2020-10-08,Alamein,Thursday,Normal Weekday,2020-21,1180
2020-10-09,Alamein,Friday,Normal Weekday,2020-21,820
2020-10-10,Alamein,Saturday,Saturday,2020-21,80
2020-10-11,Alamein,Sunday,Sunday,2020-21,150
2020-10-12,Alamein,Monday,Normal Weekday,2020-21,1340
2020-10-13,Alamein,Tuesday,Normal Weekday,2020-21,1640
2020-10-14,Alamein,Wednesday,Normal Weekday,2020-21,1630
2020-10-15,Alamein,Thursday,Normal Weekday,2020-21,1710
2020-10-16,Alamein,Friday,Normal Weekday,2020-21,1740
2020-10-17,Alamein,Saturday,Saturday,2020-21,40
2020-10-18,Alamein,Sunday,Sunday,2020-21,70
2020-10-19,Alamein,Monday,Normal Weekday,2020-21,1830
2020-10-20,Alamein,Tuesday,Normal Weekday,2020-21,2070
