rank,mark,athlete,country,date_of_birth,race_position,venue,result_date,mark_seconds,result_year,decade,age_at_race
2305,4:03.22,Lisa Dobriskey,GBR,1983-12-23,3h3,Beijing,2008-08-21,243.22,2008,2000,24.66255989048597
2305,4:03.22,Viola Kibiwott,KEN,1985-12-22,5,Roma,2009-07-10,243.22,2009,2000,23.548254620123203
2305,4:03.22,Zoe Buckman,AUS,1988-12-21,11,Saint-Denis,2016-08-27,243.22,2016,2010,27.682409308692677
2305,4:03.22A,Faith Kipyegon,KEN,1994-01-10,1,Nairobi,2019-09-13,243.22,2019,2010,25.672826830937716
2305,4:03.22,Addison Wiley,USA,2003-10-24,1,Nashville,2023-06-03,243.22,2023,2020,19.60848733744011
2305,4:03.22,Hirut Meshesha,ETH,2001-01-20,5,Ad-Dawhah,2024-05-10,243.22,2024,2020,23.301848049281315
2305,4:03.22,Elinor St. Pierre,USA,1995-02-20,3h3,Saint-Denis,2024-08-06,243.22,2024,2020,29.45927446954141
2312,4:03.23,Ibtissam Lakhouad,MAR,1980-12-07,7,Monaco,2009-07-28,243.23,2009,2000,28.637919233401778
2312,4:03.23+,Laura Weightman,GBR,1991-01-07,6,London,2017-07-09,243.23,2017,2010,26.50239561943874
2312,4:03.23,Meraf Bahta,SWE,1989-06-24,2h3,London,2017-08-04,243.23,2017,2010,28.112251882272417
2312,4:03.23A,Winny Chebet,KEN,1990-12-20,2,Nairobi,2019-09-13,243.23,2019,2010,28.73100616016427
2316,4:03.24,Olga Nelyubova,RUS,1964-06-12,4,Roma,2001-06-29,243.24,2001,2000,37.045859000684466
2316,4:03.24,Meraf Bahta,SWE,1989-06-24,12,Saint-Denis,2016-08-27,243.24,2016,2010,27.175906913073238
2316,4:03.24,Lemlem Hailu,ETH,2001-05-25,8,Firenze,2021-06-10,243.24,2021,2020,20.043805612594113
2316,4:03.24,Nelly Chepchirchir,KEN,2003-06-04,11s1,Saint-Denis,2024-08-08,243.24,2024,2020,21.180013689253936
2320,4:03.25,Gabriella Dorio,ITA,1957-06-27,1,Los Angeles,1984-08-11,243.25,1984,1980,27.123887748117728
2320,4:03.25,Elena Antoci,ROU,1975-01-16,1,Bucuresti,2004-06-12,243.25,2004,2000,29.404517453798768
2320,4:03.25,Angelika Cichocka,POL,1988-03-15,1,Stockholm,2016-06-16,243.25,2016,2010,28.254620123203285
2320,4:03.25,Amanda Eccleston,USA,1990-06-18,6,London,2016-07-22,243.25,2016,2010,26.094455852156056
2320,4:03.25,Rababe Arafi,MAR,1991-01-12,9,Roma,2019-06-06,243.25,2019,2010,28.396988364134156
2320,4:03.25,Jemma Reekie,GBR,1998-03-06,3,Ostrava,2020-09-08,243.25,2020,2020,22.510609171800137
2326,4:03.26,Lyudmila Veselkova,RUS,1950-10-25,1,Tashkent,1982-09-18,243.26,1982,1980,31.89869952087611
2326,4:03.26,Doina Melinte,ROU,1956-12-27,2,Rieti,1989-09-03,243.26,1989,1980,32.68446269678302
2326,4:03.26,Doina Melinte,ROU,1956-12-27,1,Helsinki,1990-06-27,243.26,1990,1990,33.497604380561256
2326,4:03.26,Hassiba Boulmerka,ALG,1968-07-10,1,Zürich,1994-08-17,243.26,1994,1990,26.102669404517453
2326,4:03.26,Tatyana Tomashova,RUS,1975-07-01,2,Stuttgart,2006-09-09,243.26,2006,2000,31.19233401779603
2326,4:03.26,Georgia Griffith,AUS,1996-12-05,9,Eugene,2022-07-18,243.26,2022,2020,25.61533196440794
2326,4:03.26+,Agathe Guillemot,FRA,1999-07-11,10,Monaco,2023-07-21,243.26,2023,2020,24.027378507871322
2326,4:03.26,Klaudia Kazimierska,POL,2001-09-03,1r1,Eagle Rock,2025-05-24,243.26,2025,2020,23.720739219712527
2334,4:03.27,Gabriella Dorio,ITA,1957-06-27,1,Torino,1981-07-15,243.27,1981,1980,24.04928131416838
2334,4:03.27,Galina Zakharova,RUS,1956-09-07,1r2,Potsdam,1984-07-21,243.27,1984,1980,27.86858316221766
2334,4:03.27,Angelika Cichocka,POL,1988-03-15,4h1,London,2017-08-04,243.27,2017,2010,29.388090349075977
2334,4:03.27,Josette Andrews,USA,1995-12-15,3,Lausanne,2021-08-26,243.27,2021,2020,25.697467488021903
2334,4:03.27,Kristiina Sasinek Mäki,CZE,1991-09-22,10,Chorzów,2023-07-16,243.27,2023,2020,31.813826146475016
2334,4:03.27,Tigist Girma,ETH,1993-07-12,9,Xiamen,2023-09-02,243.27,2023,2020,30.140999315537304
2340,4:03.28,Maryam Yusuf Jamal,BRN,1984-09-16,7,Saint-Denis,2006-07-08,243.28,2006,2000,21.806981519507186
2340,4:03.28,Gelete Burka,ETH,1986-01-23,3,Roma,2011-05-26,243.28,2011,2010,25.336071184120467
2340,4:03.28,Genzebe Dibaba,ETH,1991-02-08,2,Oslo,2012-06-07,243.28,2012,2010,21.32785763175907
2340,4:03.28,Beatrice Chepkoech,KEN,1991-07-06,1,Heusden-Zolder,2015-07-18,243.28,2015,2010,24.032854209445585
2340,4:03.28,Sofia Ennaoui,POL,1995-08-30,2,Chorzów,2018-08-22,243.28,2018,2010,22.978781656399725
2340,4:03.28+,Weronika Lizakowska,POL,1998-11-02,14,London,2025-07-19,243.28,2025,2020,26.71047227926078
2340,4:03.28,Sadie Engelhardt,USA,2006-08-21,2r6,Winston-Salem,2026-04-17,243.28,2026,2020,19.655030800821354
2347,4:03.29,Lyubov Kremlyova,RUS,1961-12-21,h,Kyiv,1984-06-22,243.29,1984,1980,22.50239561943874
2347,4:03.29,Kim Gallagher,USA,1964-06-11,1,Westwood,1988-09-03,243.29,1988,1980,24.229979466119097
2347,4:03.29,Hassiba Boulmerka,ALG,1968-07-10,2,Nice,1991-07-15,243.29,1991,1990,23.01163586584531
2347,4:03.29,Violeta Szekely,ROU,1965-03-26,7,Monaco,1992-08-11,243.29,1992,1990,27.378507871321013
2347,4:03.29,Maryam Yusuf Jamal,BRN,1984-09-16,7,Stockholm,2010-08-06,243.29,2010,2010,25.88637919233402
2347,4:03.29,Mebhrit Mekonen,ETH,2005-02-12,7rA,Ostrava,2022-05-31,243.29,2022,2020,17.295003422313485
2347,4:03.29,Linden Hall,AUS,1991-06-20,9,Rabat,2022-06-05,243.29,2022,2020,30.9596167008898
2347,4:03.29,Sinclaire Johnson,USA,1998-04-13,1,Eugene,2022-06-25,243.29,2022,2020,24.199863107460644
2355,4:03.3,Olga Dvirna,RUS,1953-02-11,4,Podolsk,1976-06-28,243.3,1976,1970,23.37577002053388
2355,4:03.3,Maricica Puica,ROU,1950-07-29,1,Bucuresti,1979-06-02,243.3,1979,1970,28.843258042436688
2355,4:03.3,Valentina Ilyinykh,RUS,1956-12-12,6h1,Moskva,1980-07-04,243.3,1980,1980,23.55920602327173
2355,4:03.3+,Maricica Puica,ROU,1950-07-29,1,Paris,1986-07-22,243.3,1986,1980,35.98083504449008
2355,4:03.30,Zamira Zaytseva,UZB,1953-02-16,2r1,Moskva,1981-09-19,243.3,1981,1980,28.588637919233403
2355,4:03.30,Konstanze Klosterhalfen,GER,1997-02-18,1r1,Portland,2019-06-09,243.3,2019,2010,22.302532511978097
2361,4:03.31,Yvonne Graham,GER,1965-08-22,1,Berlin,1989-07-05,243.31,1989,1980,23.86858316221766
2361,4:03.31,Hassiba Boulmerka,ALG,1968-07-10,4,Zürich,1992-08-19,243.31,1992,1990,24.109514031485283
2361,4:03.31,Natalya Gorelova,RUS,1973-04-18,1,Heusden-Zolder,2000-08-05,243.31,2000,2000,27.299110198494184
2361,4:03.31,Tatyana Tomashova,RUS,1975-07-01,2,Tula,2001-06-09,243.31,2001,2000,25.94113620807666
2361,4:03.31,Wioletta Frankiewicz,POL,1977-06-09,5,Bruxelles,2004-09-03,243.31,2004,2000,27.236139630390145
2361,4:03.31+,Gulnara Galkina,RUS,1978-07-09,2,Moskva,2007-06-29,243.31,2007,2000,28.971937029431896
2361,4:03.31,Gulnara Galkina,RUS,1978-07-09,1,Irkutsk,2008-08-02,243.31,2008,2000,30.067077344284737
2361,4:03.31,Melissa Courtney-Bryant,GBR,1993-08-30,12,Budapest,2023-08-22,243.31,2023,2020,29.976728268309376
2361,4:03.31,Elise Cranny,USA,1996-05-09,13,Eugene,2025-07-05,243.31,2025,2020,29.155373032169745
2370,4:03.32,Tatyana Pozdnyakova,UKR,1956-03-04,5r1,Leningrad,1985-08-02,243.32,1985,1980,29.412731006160165
2370,4:03.32,Lyubov Kremlyova,RUS,1961-12-21,4,Moskva,1992-06-11,243.32,1992,1990,30.472279260780287
2370,4:03.32,Lyubov Gurina,RUS,1957-08-06,3,Noisy-le-Grand,1992-07-04,243.32,1992,1990,34.91033538672142
2370,4:03.32,Lidia Chojecka,POL,1977-01-25,11,Monaco,1998-08-08,243.32,1998,1990,21.533196440793976
2370,4:03.32,Yelena Zadorozhnaya,RUS,1977-12-03,4,Tula,2000-07-26,243.32,2000,2000,22.64476386036961
2370,4:03.32,Alesya Turova,BLR,1979-12-06,10,Roma,2003-07-11,243.32,2003,2000,23.59479808350445
2370,4:03.32,Tara Clack,USA,1980-03-07,8,Rieti,2006-08-27,243.32,2006,2000,26.472279260780287
2377,4:03.33,Tamara Sorokina,RUS,1950-08-15,1,Roma,1981-09-04,243.33,1981,1980,31.055441478439427
2377,4:03.33,Paula Ivan,ROU,1963-07-20,1h2,Seoul,1988-09-29,243.33,1988,1980,25.196440793976727
2377,4:03.33,Natalia Rodríguez,ESP,1979-06-02,1,Saint-Denis,2003-07-04,243.33,2003,2000,24.087611225188226
2377,4:03.33,Anna Mishchenko,UKR,1983-08-25,3,Oslo,2012-06-07,243.33,2012,2010,28.78576317590691
2377,4:03.33,Sinclaire Johnson,USA,1998-04-13,2r2,San Juan Capistrano,2022-05-06,243.33,2022,2020,24.06297056810404
2377,4:03.33,Sarah McDonald,GBR,1993-08-02,2,Marseille,2023-07-17,243.33,2023,2020,29.95482546201232
2377,4:03.33,Emily MacKay,USA,1998-04-30,2r1,Eagle Rock,2025-05-24,243.33,2025,2020,27.066392881587955
2377,4:03.33,Marina Martínez,ESP,2002-01-13,1r1,Oordegem,2025-08-09,243.33,2025,2020,23.57015742642026
2385,4:03.34,Paula Ivan,ROU,1963-07-20,1,Bucuresti,1988-06-18,243.34,1988,1980,24.914442162902123
2385,4:03.34,Kutre Dulecha,ETH,1978-08-22,1,Lausanne,2000-07-05,243.34,2000,2000,21.869952087611225
2385,4:03.34,Rababe Arafi,MAR,1991-01-12,2rA,Ostrava,2017-06-28,243.34,2017,2010,26.458590006844627
2385,4:03.34,Sifan Hassan,NED,1993-01-01,5,London,2017-08-07,243.34,2017,2010,24.5968514715948
2385,4:03.34,Nadia Battocletti,ITA,2000-04-12,1rA,Padova,2023-09-03,243.34,2023,2020,23.392197125256672
2390,4:03.35,Natalia Marasescu,ROU,1952-10-03,2,Milano,1980-07-03,243.35,1980,1980,27.748117727583846
2390,4:03.35,Gabriella Dorio,ITA,1957-06-27,4,Rieti,1981-09-09,243.35,1981,1980,24.202600958247775
2390,4:03.35,Ravilya Agletdinova,BLR,1960-02-10,2,Moskva,1983-06-22,243.35,1983,1980,23.362080766598222
2390,4:03.35,Yuliya Chizhenko,RUS,1979-08-30,1,Sochi,2005-05-26,243.35,2005,2000,25.738535249828885
2390,4:03.35,Gelete Burka,ETH,1986-01-23,3,New York City,2010-06-12,243.35,2010,2010,24.383299110198493
2390,4:03.35,Jennifer Simpson,USA,1986-08-23,1,Des Moines,2013-04-26,243.35,2013,2010,26.67488021902806
2390,4:03.35,Sofia Ennaoui,POL,1995-08-30,3h3,London,2017-08-04,243.35,2017,2010,21.930184804928132
2390,4:03.35,Aurore Fleury,FRA,1993-12-04,8,Monaco,2021-07-09,243.35,2021,2020,27.59479808350445
2390,4:03.35+,Linden Hall,AUS,1991-06-20,1,Zagreb,2022-09-11,243.35,2022,2020,31.227926078028748
2390,4:03.35,Sintayehu Vissa,ITA,1996-07-29,1,Lignano Sabbiadoro,2024-07-14,243.35,2024,2020,27.958932238193018
2390,4:03.35,Danielle Jones,USA,1996-08-21,4,Rovereto,2025-06-02,243.35,2025,2020,28.78028747433265
2401,4:03.36,Svetlana Guskova,MDA,1959-08-19,1,Indianapolis,1982-07-03,243.36,1982,1980,22.872005475701574
2401,4:03.36,Brit McRoberts,CAN,1957-02-10,4,Köln,1983-08-28,243.36,1983,1980,26.543463381245722
2401,4:03.36+,Zola Pieterse,GBR,1966-05-26,1,Gateshead,1985-08-09,243.36,1985,1980,19.20602327173169
2401,4:03.36+,Oleysa Mikheyeva,RUS,1981-07-23,3,Moskva,2007-06-29,243.36,2007,2000,25.932922655715263
2401,4:03.36,Shannon Rowbury,USA,1984-09-19,4,New York City,2014-06-14,243.36,2014,2010,29.73305954825462
2401,4:03.36,Malika Akkaoui,MAR,1987-12-25,5,Rabat,2017-07-16,243.36,2017,2010,29.557837097878167
2401,4:03.36,Sarah McDonald,GBR,1993-08-02,3,Chorzów,2018-08-22,243.36,2018,2010,25.05407255304586
2401,4:03.36,Agathe Guillemot,FRA,1999-07-11,5,Ostrava,2024-05-28,243.36,2024,2020,24.88158795345654
2401,4:03.36,Laura Muir,GBR,1993-05-09,10,Stockholm,2024-06-02,243.36,2024,2020,31.066392881587955
2410,4:03.37,Mary Slaney,USA,1958-08-04,1,Knoxville,1982-06-22,243.37,1982,1980,23.88227241615332
2410,4:03.37,Tatyana Pozdnyakova,UKR,1956-03-04,1h,Kyiv,1982-07-26,243.37,1982,1980,26.392881587953458
2410,4:03.37,Lyubov Kremlyova,RUS,1961-12-21,1,Nice,1992-07-05,243.37,1992,1990,30.537987679671456
2410,4:03.37,Nuria Fernández,ESP,1976-08-16,9,Rieti,2006-08-27,243.37,2006,2000,30.028747433264886
2410,4:03.37,Winny Chebet,KEN,1990-12-20,6,Bruxelles,2018-08-31,243.37,2018,2010,27.696098562628336
2415,4:03.38,Giana Romanova,RUS,1955-03-10,2,Torino,1979-08-05,243.38,1979,1970,24.40520191649555
2415,4:03.38,Cornelia Bürki,SUI,1953-10-03,2,Köln,1986-08-17,243.38,1986,1980,32.87063655030801
2415,4:03.38,Yvonne Murray,GBR,1964-10-04,3,Edinburgh,1989-07-07,243.38,1989,1980,24.75564681724846
2415,4:03.38,Angela Chalmers,CAN,1963-09-06,2,Nice,1992-07-05,243.38,1992,1990,28.829568788501028
2415,4:03.38,Lyudmila Rogachova,RUS,1966-10-30,5,Zürich,1992-08-19,243.38,1992,1990,25.804243668720055
2415,4:03.38,Sonia O'Sullivan,IRL,1969-11-28,1,Rotterdam,1993-06-13,243.38,1993,1990,23.540041067761805
2415,4:03.38,Anna Jakubczak,POL,1973-02-02,7,Helsinki,2005-08-14,243.38,2005,2000,32.5284052019165
2415,4:03.38,Kalkidan Gezahegne,ETH,1991-05-08,10,Bruxelles,2011-09-16,243.38,2011,2010,20.358658453114305
2415,4:03.38,Hannah England,GBR,1987-03-06,8,Eugene,2013-06-01,243.38,2013,2010,26.239561943874058
2415,4:03.38,Faith Kipyegon,KEN,1994-01-10,2,Lausanne,2015-07-09,243.38,2015,2010,21.492128678986994
2415,4:03.38+,Winnie Nanyondo,UGA,1993-08-23,9,Oslo,2023-06-15,243.38,2023,2020,29.809719370294317
2426,4:03.39,Viola Kibiwott,KEN,1985-12-22,7,Lausanne,2010-07-08,243.39,2010,2010,24.542094455852155
2426,4:03.39,Alexa Efraimson,USA,1997-02-20,7,Eugene,2015-05-30,243.39,2015,2010,18.269678302532512
2426,4:03.39,Shelby Houlihan,USA,1993-02-08,7,Eugene,2016-05-28,243.39,2016,2010,23.299110198494184
2426,4:03.39,Weronika Lizakowska,POL,1998-11-02,9s1,Tokyo,2025-09-14,243.39,2025,2020,26.86652977412731
2430,4:03.4,Giana Romanova,RUS,1955-03-10,2,Podolsk,1978-08-13,243.4,1978,1970,23.42778918548939
2430,4:03.4,Ibtissam Lakhouad,MAR,1980-12-07,4,Athínai,2007-07-02,243.4,2007,2000,26.56536618754278
2430,4:03.40,Yan Wei,CHN,1973-10-04,2,Beijing,1994-06-05,243.4,1994,1990,20.66803559206023
2430,4:03.40,Maria Mutola,MOZ,1972-10-27,2,Paris,1996-06-28,243.4,1996,1990,23.668720054757017
2430,4:03.40,Olga Nelyubova,RUS,1964-06-12,6,Nice,1998-07-16,243.4,1998,1990,34.091718001368925
2430,4:03.40,Maria Cioncan,ROU,1977-06-19,1s1,Saint-Denis,2003-08-29,243.4,2003,2000,26.193018480492814
2430,4:03.40,Abeba Aregawi,SWE,1990-07-05,8,Zürich,2014-08-28,243.4,2014,2010,24.147843942505133
2430,4:03.40,Axumawit Embaye,ETH,1994-10-18,8,Ad-Dawhah,2023-05-05,243.4,2023,2020,28.54483230663929
2438,4:03.41,Kelly Holmes,GBR,1970-04-19,1,Cape Town,1997-04-08,243.41,1997,1990,26.97056810403833
2438,4:03.41,Tugba Koyuncu,TUR,1991-02-16,1,Samsun,2011-08-15,243.41,2011,2010,20.49281314168378
2438,4:03.41,Jennifer Simpson,USA,1986-08-23,2,Des Moines,2019-07-27,243.41,2019,2010,32.92539356605065
2438,4:03.41,Danielle Jones,USA,1996-08-21,6,Ostrava,2024-05-28,243.41,2024,2020,27.76728268309377
2442,4:03.42,Patti Sue Plumer,USA,1962-04-27,10,Barcelona,1992-08-08,243.42,1992,1990,30.28336755646817
2442,4:03.42,Lyubov Gurina,RUS,1957-08-06,1,Hechtel,1993-07-31,243.42,1993,1990,35.983572895277206
2442,4:03.42,Carla Sacramento,POR,1971-12-10,5,Oslo,1996-07-05,243.42,1996,1990,24.569472963723477
2442,4:03.42,Regina Jacobs,USA,1963-08-28,1,Indianapolis,1997-06-15,243.42,1997,1990,33.79876796714579
2442,4:03.42+,Lisa Dobriskey,GBR,1983-12-23,4,Rieti,2008-09-07,243.42,2008,2000,24.709103353867214
2442,4:03.42,Hanna Klein,GER,1993-04-06,9,Monaco,2021-07-09,243.42,2021,2020,28.257357973990416
2442,4:03.42,Jessica Hull,AUS,1996-10-22,2,Birmingham,2022-05-21,243.42,2022,2020,25.57700205338809
2442,4:03.42,Tigist Girma,ETH,2002-11-07,7,Ostrava,2024-05-28,243.42,2024,2020,21.555099247091032
2450,4:03.43,Maricica Puica,ROU,1950-07-29,1,Basel,1980-05-26,243.43,1980,1980,29.82614647501711
2450,4:03.43,Yekaterina Podkopayeva,RUS,1952-06-11,3,Monaco,1995-07-25,243.43,1995,1990,43.11841204654346
2450,4:03.43,Maria Cioncan,ROU,1977-06-19,9,Monaco,2002-07-19,243.43,2002,2000,25.08145106091718
2450,4:03.43,Jackline Maranga,KEN,1977-12-16,8,Zürich,2002-08-16,243.43,2002,2000,24.6652977412731
2450,4:03.43,Regina Jacobs,USA,1963-08-28,1,Carson,2003-06-01,243.43,2003,2000,39.75906913073238
2450,4:03.43,Hind Dehiba,FRA,1979-03-17,4,Athínai,2009-07-13,243.43,2009,2000,30.324435318275153
2450,4:03.43,Yolanda Ngarambe,SWE,1991-09-14,9s2,Ad-Dawhah,2019-10-03,243.43,2019,2010,28.05201916495551
2450,4:03.43,Haregeweyn Kalayu,ETH,2009-05-29,9,Roma,2026-06-04,243.43,2026,2020,17.01574264202601
2458,4:03.44,Tatyana Tomashova,RUS,1975-07-01,11,Roma,2003-07-11,243.44,2003,2000,28.027378507871322
2458,4:03.44,Anna Alminova,RUS,1985-01-17,1,Kalamáta,2008-06-04,243.44,2008,2000,23.378507871321013
2458,4:03.44,Christin Wurth-Thomas,USA,1980-07-11,8,Lausanne,2010-07-08,243.44,2010,2010,29.99041752224504
2458,4:03.44,Melissa Courtney-Bryant,GBR,1993-08-30,3,Gold Coast,2018-04-10,243.44,2018,2010,24.61054072553046
2458,4:03.44+,Laura Weightman,GBR,1991-01-07,6,London,2018-07-22,243.44,2018,2010,27.537303216974674
2458,4:03.44,Rababe Arafi,MAR,1991-01-12,7,Zürich,2019-08-29,243.44,2019,2010,28.62696783025325
2458,4:03.44,Athing Mu-Nikolayev,USA,2002-06-08,2,Eugene,2023-07-08,243.44,2023,2020,21.08145106091718
2458,4:03.44,Kate Current,CAN,1998-02-16,4,Cork,2025-07-11,243.44,2025,2020,27.397672826830938
2458,4:03.44,Adele Gay,FRA,2004-10-16,2r1,Oordegem,2025-08-09,243.44,2025,2020,20.813141683778234
2467,4:03.45,Ileana Silai,ROU,1941-10-14,1,Köln,1978-06-22,243.45,1978,1970,36.68720054757016
2467,4:03.45,Anita Weyermann,SUI,1977-12-08,1,Lausanne,1996-07-03,243.45,1996,1990,18.56810403832991
2467,4:03.45,Federica Del Buono,ITA,1994-12-12,3rA,Castellón,2022-06-16,243.45,2022,2020,27.509924709103355
2467,4:03.45,Addison Wiley,USA,2003-10-24,11,Xiamen,2024-04-20,243.45,2024,2020,20.490075290896645
2471,4:03.46,Olga Parlyuk,RUS,1963-05-03,7,Kyiv,1986-07-17,243.46,1986,1980,23.20602327173169
2471,4:03.46,Hassiba Boulmerka,ALG,1968-07-10,2,Monaco,1991-08-03,243.46,1991,1990,23.06365503080082
2471,4:03.46,Violeta Szekely,ROU,1965-03-26,1,Melbourne,2001-09-09,243.46,2001,2000,36.45722108145106
2471,4:03.46,Natalya Gorelova,RUS,1973-04-18,7,Bruxelles,2002-08-30,243.46,2002,2000,29.366187542778917
2471,4:03.46,Shannon Rowbury,USA,1984-09-19,3,Rieti,2009-09-06,243.46,2009,2000,24.9637234770705
2471,4:03.46,Abeba Aregawi,SWE,1990-07-05,10,Saint-Denis,2014-07-05,243.46,2014,2010,24.0
2471,4:03.46+,Alemaz Samuel,ETH,1999-07-05,10,Monaco,2019-07-12,243.46,2019,2010,20.019164955509925
2471,4:03.46,Edinah Jebitok,KEN,2001-11-10,1,Leverkusen,2021-06-27,243.46,2021,2020,19.627652292950035
2471,4:03.46,Hanna Klein,GER,1993-04-06,3h2,München,2022-08-16,243.46,2022,2020,29.360711841204655
2471,4:03.46,Ciara Mageean,IRL,1992-03-12,4,Stockholm,2023-07-02,243.46,2023,2020,31.304585900068446
2471,4:03.46,Marta Pérez,ESP,1993-04-19,8,Ostrava,2024-05-28,243.46,2024,2020,31.107460643394933
2471,4:03.46,Laurie Barton,USA,1998-02-13,1,Memphis,2025-07-12,243.46,2025,2020,27.408624229979466
2483,4:03.47,Olga Kuznetsova,RUS,1967-10-23,1,Sankt Peterburg,2000-06-18,243.47,2000,2000,32.65434633812457
2483,4:03.47,Suzy Favor Hamilton,USA,1968-08-08,2,Eugene,2003-05-24,243.47,2003,2000,34.789869952087614
2483,4:03.47,Hayley Tullett,GBR,1973-02-17,5,Roma,2004-07-02,243.47,2004,2000,31.370294318959616
2483,4:03.47,Kalkidan Gezahegne,ETH,1991-05-08,3,Shanghai,2009-09-20,243.47,2009,2000,18.3709787816564
2487,4:03.48,Tatyana Kazankina,RUS,1951-12-17,2,Birmingham,1983-06-05,243.48,1983,1980,31.46611909650924
2487,4:03.48,Sonia O'Sullivan,IRL,1969-11-28,2,Stuttgart,1993-08-22,243.48,1993,1990,23.731690622861056
2487,4:03.48,Kelly Holmes,GBR,1970-04-19,2,Zürich,2004-08-06,243.48,2004,2000,34.299794661190965
2487,4:03.48,Stephanie Twell,GBR,1989-08-17,8,Monaco,2009-07-28,243.48,2009,2000,19.94524298425736
2487,4:03.48,Cory McGee,USA,1992-05-29,3,Eugene,2023-07-08,243.48,2023,2020,31.107460643394933
2487,4:03.48,Helen Schlachtenhaufen,USA,1995-03-14,3,Marseille,2023-07-17,243.48,2023,2020,28.34223134839151
2493,4:03.49,Mitica Constantin,ROU,1962-08-18,1,Monaco,1988-08-02,243.49,1988,1980,25.95756331279945
2493,4:03.49,Yelena Soboleva,RUS,1982-10-03,3,Stuttgart,2006-09-09,243.49,2006,2000,23.93429158110883
2493,4:03.49,Erin Donohue,USA,1983-05-08,7,Rieti,2010-08-29,243.49,2010,2010,27.310061601642712
2493,4:03.49,Sofia Ennaoui,POL,1995-08-30,7,Bruxelles,2018-08-31,243.49,2018,2010,23.003422313483917
2493,4:03.49,Sinclaire Johnson,USA,1998-04-13,4,Eugene,2023-07-08,243.49,2023,2020,25.234770704996578
2493,4:03.49,Klaudia Kazimierska,POL,2001-09-03,4h3,Saint-Denis,2024-08-06,243.49,2024,2020,22.924024640657084
2499,4:03.5,Natalya Kuznetsova,RUS,1954-03-22,3,Vilnius,1978-07-22,243.5,1978,1970,24.334017796030118
2499,4:03.5,Svetlana Guskova,MDA,1959-08-19,3,Podolsk,1978-08-13,243.5,1978,1970,18.98425735797399
2499,4:03.5,Valentina Ilyinykh,RUS,1956-12-12,2r2,Sochi,1980-05-23,243.5,1980,1980,23.444216290212182
2499,4:03.5,Nadezhda Olizarenko,UKR,1953-11-28,1h3,Moskva,1980-07-04,243.5,1980,1980,26.598220396988363
2499,4:03.5,Laimute Baikauskaite,LTU,1956-06-10,2,Moskva,1985-08-24,243.5,1985,1980,29.204654346338124
2499,4:03.5+,Natalya Artyomova,RUS,1963-01-05,2,Oslo,1990-07-14,243.5,1990,1990,27.520876112251884
2499,4:03.5+,Konstanze Klosterhalfen,GER,1997-02-18,1,Birmingham,2019-08-18,243.5,2019,2010,22.494182067077343
2499,4:03.50,Zamira Zaytseva,UZB,1953-02-16,h,Kyiv,1982-07-26,243.5,1982,1980,29.437371663244353
2499,4:03.50,Mary Slaney,USA,1958-08-04,1,Indianapolis,1983-06-19,243.5,1983,1980,24.87337440109514
2499,4:03.50,Suzy Favor Hamilton,USA,1968-08-08,2,Sheffield,1997-06-29,243.5,1997,1990,28.889801505817932
2499,4:03.50,Olga Kuznetsova,RUS,1967-10-23,1,Nice,2000-07-08,243.5,2000,2000,32.709103353867214
2499,4:03.50,Renata Plis,POL,1985-02-05,11,Bruxelles,2011-09-16,243.5,2011,2010,26.60917180013689
2499,4:03.50,Laura Weightman,GBR,1991-01-07,4h3,London,2017-08-04,243.5,2017,2010,26.573579739904176
2499,4:03.50,Nelly Jepkosgei,BRN,1991-07-14,4,Berlin,2017-08-27,243.5,2017,2010,26.12183436002738
2499,4:03.50,Jennifer Simpson,USA,1986-08-23,8,Zürich,2019-08-29,243.5,2019,2010,33.01574264202601
2499,4:03.50,Linden Hall,AUS,1991-06-20,6,Zürich,2021-09-09,243.5,2021,2020,30.223134839151268
2499,4:03.50,Laura Muir,GBR,1993-05-09,2h1,Budapest,2023-08-19,243.5,2023,2020,30.27789185489391
2499,4:03.50,Nadia Battocletti,ITA,2000-04-12,1,Modena,2024-05-01,243.5,2024,2020,24.05201916495551
2499,4:03.50,Melissa Courtney-Bryant,GBR,1993-08-30,1,Madrid,2024-06-21,243.5,2024,2020,30.809034907597535
2518,4:03.51,Olga Dvirna,RUS,1953-02-11,7,Leningrad,1983-07-26,243.51,1983,1980,30.45037645448323
2518,4:03.51,Katalin Szalai,HUN,1961-03-04,3,Budapest,1984-08-20,243.51,1984,1980,23.463381245722108
2518,4:03.51+,Doina Melinte,ROU,1956-12-27,1,Oslo,1992-07-04,243.51,1992,1990,35.51813826146475
2518,4:03.51,Svetlana Masterkova,RUS,1968-01-17,1,Tula,1997-07-10,243.51,1997,1990,29.478439425051334
2518,4:03.51,Lidia Chojecka,POL,1977-01-25,5,Bruxelles,2001-08-24,243.51,2001,2000,24.577686516084874
2518,4:03.51,Sarah Jamieson,AUS,1975-03-24,1,Osaka,2006-05-06,243.51,2006,2000,31.11841204654346
2518,4:03.51,Sarah Jamieson,AUS,1975-03-24,5,Lausanne,2006-07-11,243.51,2006,2000,31.299110198494184
2518,4:03.51,Marwa Bouzayani,TUN,1997-03-26,3r1,Oordegem,2025-08-09,243.51,2025,2020,28.372347707049965
2526,4:03.52,Anna Mishchenko,UKR,1983-08-25,1,Daegu,2011-05-12,243.52,2011,2010,27.71252566735113
